timestamp,open,high,low,close,volume
2021-04-01,80.1550,81.3100,79.4800,81.0900,40182380
2021-03-31,76.5700,79.1300,76.5200,78.5000,43659455
2021-03-30,76.4700,76.5600,74.8500,76.0000,39169250
2021-03-29,77.0300,78.0200,76.2600,77.1400,37144298
2021-03-26,76.6200,77.4995,75.0300,77.4100,49148659
2021-03-25,75.8500,76.9500,74.9600,76.2200,44735103
2021-03-24,77.5500,78.8000,76.4000,76.4800,43753642
2021-03-23,80.1300,80.3400,77.9500,78.3800,40466635
2021-03-22,79.9900,81.2650,79.2200,80.3000,39648614
2021-03-19,78.4900,79.3400,77.5900,79.0600,42283391
2021-03-18,81.0550,81.6200,78.0100,78.1200,51036502
2021-03-17,81.7500,83.2500,80.4110,82.6300,43320573
2021-03-16,83.6600,84.7500,82.2550,82.7500,42971552
2021-03-15,81.9100,83.3900,81.2000,82.5000,39365424
2021-03-12,79.7300,81.1900,79.2300,81.0500,32937950
2021-03-11,79.4000,81.8900,79.3700,81.2300,43583719
2021-03-10,79.7500,80.0400,77.4100,77.5200,45416616
2021-03-09,76.7300,79.2150,75.7700,78.5300,45088336
